Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,25701,100,711BR33A,711BR33A-SG,SG,0.01,
NSE,25353,100,711BR33,711BR33-SG,SG,0.01,
NSE,29294,100,711AS45,711AS45-SG,SG,0.01,
NSE,20100,100,711AS30,711AS30-SG,SG,0.01,
NSE,28260,100,711AR44,711AR44-SG,SG,0.01,
NSE,27323,100,711AP39,711AP39-SG,SG,0.01,
NSE,29505,100,711AP38B,711AP38B-SG,SG,0.01,
NSE,27316,100,711AP38A,711AP38A-SG,SG,0.01,
NSE,25685,100,711AP38,711AP38-SG,SG,0.01,
NSE,27154,100,710UP32,710UP32-SG,SG,0.01,
NSE,22083,100,710UP30,710UP30-SG,SG,0.01,
NSE,22164,100,710UK30,710UK30-SG,SG,0.01,
NSE,29299,100,710TS50,710TS50-SG,SG,0.01,
NSE,28277,100,710TS47,710TS47-SG,SG,0.01,
NSE,28272,100,710TS46,710TS46-SG,SG,0.01,
NSE,27325,100,710TS45,710TS45-SG,SG,0.01,
NSE,27324,100,710TS44,710TS44-SG,SG,0.01,
NSE,28279,100,710TN54,710TN54-SG,SG,0.01,
NSE,27664,100,710TN34,710TN34-SG,SG,0.01,
NSE,29300,100,710RJ51,710RJ51-SG,SG,0.01,
NSE,29296,100,710RJ50,710RJ50-SG,SG,0.01,
NSE,28267,100,710RJ46,710RJ46-SG,SG,0.01,
NSE,28479,1,710RECL35,710RECL35-N0,N0,0.01,
NSE,27617,1,710PFCL35,710PFCL35-N0,N0,0.01,
NSE,28256,100,710KL42,710KL42-SG,SG,0.01,
NSE,25884,100,710KA35,710KA35-SG,SG,0.01,
NSE,29052,100,710KA33,710KA33-SG,SG,0.01,
NSE,29048,100,710KA32,710KA32-SG,SG,0.01,
NSE,28278,100,710JK49,710JK49-SG,SG,0.01,
NSE,27317,100,710JK44,710JK44-SG,SG,0.01,
NSE,9047,1,710GS2029,710GS2029-GS,GS,0.01,
NSE,14971,1,710GR2028,710GR2028-GS,GS,0.01,
NSE,20099,100,710GJ30,710GJ30-SG,SG,0.01,
NSE,27328,100,710AP34,710AP34-SG,SG,0.01,
NSE,6482,100,70WB31A,70WB31A-SG,SG,0.01,
NSE,5231,100,70WB31,70WB31-SG,SG,0.01,
NSE,22088,100,70UP30,70UP30-SG,SG,0.01,
NSE,5040,100,70UK31,70UK31-SG,SG,0.01,
NSE,2227,100,70TS51,70TS51-SG,SG,0.01,
NSE,5568,100,70TS36,70TS36-SG,SG,0.01,
NSE,5336,100,70TN31,70TN31-SG,SG,0.01,
NSE,30099,100,70TN29,70TN29-SG,SG,0.01,
NSE,5036,100,70RJ31,70RJ31-SG,SG,0.01,
NSE,29518,100,70OR30,70OR30-SG,SG,0.01,
NSE,7316,100,70NL31A,70NL31A-SG,SG,0.01,
NSE,6103,100,70NL31,70NL31-SG,SG,0.01,
NSE,5559,100,70MZ34,70MZ34-SG,SG,0.01,
NSE,5034,100,70MP31,70MP31-SG,SG,0.01,
NSE,7530,100,70MN31B,70MN31B-SG,SG,0.01,
NSE,6101,100,70MN31A,70MN31A-SG,SG,0.01,
NSE,4885,100,70MN31,70MN31-SG,SG,0.01,
NSE,21944,100,70MH28,70MH28-SG,SG,0.01,
NSE,25700,100,70KA30,70KA30-SG,SG,0.01,
NSE,7307,100,70JK33,70JK33-SG,SG,0.01,
NSE,5983,100,70JH33,70JH33-SG,SG,0.01,
NSE,7513,100,70GA31A,70GA31A-SG,SG,0.01,
NSE,6483,100,70GA31,70GA31-SG,SG,0.01,
NSE,25351,100,70CG29,70CG29-SG,SG,0.01,
NSE,6564,100,70AP39B,70AP39B-SG,SG,0.01,
NSE,5567,100,70AP39A,70AP39A-SG,SG,0.01,
NSE,318,100,70AP39,70AP39-SG,SG,0.01,
NSE,6563,100,70AP38A,70AP38A-SG,SG,0.01,
NSE,3758,100,70AP38,70AP38-SG,SG,0.01,
NSE,472,100,709WB40,709WB40-SG,SG,0.01,
NSE,22096,100,709UP30,709UP30-SG,SG,0.01,
NSE,5998,100,709TS40,709TS40-SG,SG,0.01,
NSE,5343,100,709TS34,709TS34-SG,SG,0.01,
NSE,29575,100,709TN35,709TN35-SG,SG,0.01,
NSE,30069,100,709TN30A,709TN30A-SG,SG,0.01,
NSE,8489,100,709TN30,709TN30-SG,SG,0.01,
NSE,27057,1,709RL39,709RL39-N0,N0,0.01,
NSE,25825,100,709RJ35,709RJ35-SG,SG,0.01,
NSE,8191,100,709RJ32,709RJ32-SG,SG,0.01,
NSE,25832,100,709PY34,709PY34-SG,SG,0.01,
NSE,21991,100,709MP30,709MP30-SG,SG,0.01,
NSE,4748,100,709KL36,709KL36-SG,SG,0.01,
NSE,25827,100,709KA35,709KA35-SG,SG,0.01,
NSE,27185,100,709KA30A,709KA30A-SG,SG,0.01,
NSE,20313,100,709KA30,709KA30-SG,SG,0.01,
NSE,27951,1,709IRFC34,709IRFC34-N0,N0,0.01,
NSE,30441,100,709HR40,709HR40-SG,SG,0.01,
NSE,27672,100,709HR37,709HR37-SG,SG,0.01,
NSE,8569,100,709HR29,709HR29-SG,SG,0.01,
NSE,27170,1,709GS2074,709GS2074-GS,GS,0.01,
NSE,24949,1,709GS2054,709GS2054-GS,GS,0.01,
NSE,8289,100,709GJ32,709GJ32-SG,SG,0.01,
NSE,8187,100,709AS32,709AS32-SG,SG,0.01,
NSE,5968,100,709AP39,709AP39-SG,SG,0.01,
NSE,30429,100,709AP35,709AP35-SG,SG,0.01,
NSE,6361,100,708WB41,708WB41-SG,SG,0.01,
NSE,27686,100,708UP38,708UP38-SG,SG,0.01,
NSE,25829,100,708UP32,708UP32-SG,SG,0.01,
NSE,2264,100,708UP31,708UP31-SG,SG,0.01,
NSE,29298,100,708TS49,708TS49-SG,SG,0.01,
NSE,6488,100,708TS42,708TS42-SG,SG,0.01,
NSE,27321,100,708TN34,708TN34-SG,SG,0.01,
NSE,29998,100,708TN30,708TN30-SG,SG,0.01,
NSE,27314,100,708RJ34,708RJ34-SG,SG,0.01,
NSE,22035,100,708RJ30,708RJ30-SG,SG,0.01,
NSE,22025,100,708PY26,708PY26-SG,SG,0.01,
NSE,27320,100,708PN34,708PN34-SG,SG,0.01,
NSE,25905,1,708PGC34,708PGC34-N0,N0,0.01,
NSE,8351,100,708MP29,708MP29-SG,SG,0.01,
NSE,2383,100,708MH31,708MH31-SG,SG,0.01,
NSE,30443,100,708KL40,708KL40-SG,SG,0.01,
NSE,27151,100,708KL31,708KL31-SG,SG,0.01,
NSE,25831,100,708KA34B,708KA34B-SG,SG,0.01,
NSE,6212,100,708KA34A,708KA34A-SG,SG,0.01,
NSE,468,100,708KA34,708KA34-SG,SG,0.01,
NSE,29572,100,708KA31A,708KA31A-SG,SG,0.01,
NSE,20797,100,708KA31,708KA31-SG,SG,0.01,
NSE,29301,100,708JK55,708JK55-SG,SG,0.01,
NSE,27688,100,708JK46,708JK46-SG,SG,0.01,
NSE,5544,100,708JK36,708JK36-SG,SG,0.01,
NSE,30440,100,708HR39,708HR39-SG,SG,0.01,
NSE,25830,100,708HP34,708HP34-SG,SG,0.01,
NSE,29569,100,708GJ34,708GJ34-SG,SG,0.01,
NSE,29708,100,708GJ33B,708GJ33B-SG,SG,0.01,
NSE,27114,100,708GJ33,708GJ33-SG,SG,0.01,
NSE,2671,100,708GJ31,708GJ31-SG,SG,0.01,
NSE,22159,100,708CG30,708CG30-SG,SG,0.01,
NSE,2380,100,708CG29,708CG29-SG,SG,0.01,
NSE,6487,100,708AP40,708AP40-SG,SG,0.01,
NSE,30437,100,708AP37,708AP37-SG,SG,0.01,
NSE,29520,100,708AP35A,708AP35A-SG,SG,0.01,
NSE,6485,100,708AP35,708AP35-SG,SG,0.01,
NSE,30453,100,707TS55,707TS55-SG,SG,0.01,
NSE,30452,100,707TS52,707TS52-SG,SG,0.01,
NSE,7318,100,707TN38,707TN38-SG,SG,0.01,
NSE,3763,100,707RJ46,707RJ46-SG,SG,0.01,
NSE,460,100,707MP32,707MP32-SG,SG,0.01,
NSE,25491,100,707MH32,707MH32-SG,SG,0.01,
NSE,756707,1,707LICH30,707LICH30-N0,N0,0.01,
NSE,27184,100,707KA29,707KA29-SG,SG,0.01,
NSE,20796,100,707JK30,707JK30-SG,SG,0.01,
NSE,11722,1,707IRFC25,707IRFC25-NF,NF,0.01,
NSE,4784,100,707HR37,707HR37-SG,SG,0.01,
NSE,29499,100,707GJ34,707GJ34-SG,SG,0.01,
NSE,29568,100,707GJ32,707GJ32-SG,SG,0.01,
NSE,2381,100,707GJ31,707GJ31-SG,SG,0.01,
NSE,2266,100,707AS31,707AS31-SG,SG,0.01,
NSE,30412,100,707AP36,707AP36-SG,SG,0.01,
NSE,29498,100,707AP34,707AP34-SG,SG,0.01,
NSE,4782,100,706WB36,706WB36-SG,SG,0.01,
NSE,27001,100,706UK30A,706UK30A-SG,SG,0.01,
NSE,22166,100,706UK30,706UK30-SG,SG,0.01,
NSE,4792,100,706TS41,706TS41-SG,SG,0.01,
NSE,25105,100,706TN29A,706TN29A-SG,SG,0.01,
NSE,25006,100,706TN29,706TN29-SG,SG,0.01,
NSE,30434,100,706RJ35,706RJ35-SG,SG,0.01,
NSE,29698,100,706OR31A,706OR31A-SG,SG,0.01,
NSE,5992,100,706MZ34,706MZ34-SG,SG,0.01,
NSE,30454,100,706KL55,706KL55-SG,SG,0.01,
NSE,4793,100,706KL41,706KL41-SG,SG,0.01,
NSE,5545,100,706KL39,706KL39-SG,SG,0.01,
NSE,4790,100,706KL38,706KL38-SG,SG,0.01,
NSE,6484,100,706JK33,706JK33-SG,SG,0.01,
NSE,7184,1,706GS2046,706GS2046-GS,GS,0.01,
NSE,14970,1,706GS2028,706GS2028-GS,GS,0.01,
NSE,29057,100,706GJ34,706GJ34-SG,SG,0.01,
NSE,8189,100,706GJ32,706GJ32-SG,SG,0.01,
NSE,29995,100,706GJ30,706GJ30-SG,SG,0.01,
NSE,24839,100,706GJ29,706GJ29-SG,SG,0.01,
NSE,2740,100,706CG29,706CG29-SG,SG,0.01,
NSE,20737,100,706AP30,706AP30-SG,SG,0.01,
NSE,7319,100,705WB36A,705WB36A-SG,SG,0.01,
NSE,6001,100,705WB36,705WB36-SG,SG,0.01,
NSE,2265,100,705WB31,705WB31-SG,SG,0.01,
NSE,22143,100,705WB30,705WB30-SG,SG,0.01,
NSE,30421,100,705UK32,705UK32-SG,SG,0.01,
NSE,7535,100,705UK31,705UK31-SG,SG,0.01,
NSE,25765,100,705UK29,705UK29-SG,SG,0.01,
NSE,3725,100,705TS41,705TS41-SG,SG,0.01,
NSE,5526,100,705TS35,705TS35-SG,SG,0.01,
NSE,22119,100,705TN26,705TN26-SG,SG,0.01,
NSE,3716,100,705RJ41,705RJ41-SG,SG,0.01,
NSE,30439,100,705RJ37,705RJ37-SG,SG,0.01,
NSE,2245,100,705RJ31,705RJ31-SG,SG,0.01,
NSE,2135,100,705PN31,705PN31-SG,SG,0.01,
NSE,30433,100,705OR35,705OR35-SG,SG,0.01,
NSE,2242,100,705NL31,705NL31-SG,SG,0.01,
NSE,21994,100,705NL30,705NL30-SG,SG,0.01,
NSE,316,100,705MZ35,705MZ35-SG,SG,0.01,
NSE,8130,100,705MZ29,705MZ29-SG,SG,0.01,
NSE,30420,100,705MP32,705MP32-SG,SG,0.01,
NSE,21920,100,705MN30,705MN30-SG,SG,0.01,
NSE,466,100,705MH32,705MH32-SG,SG,0.01,
NSE,5991,100,705KL36,705KL36-SG,SG,0.01,
NSE,21899,100,705KL30,705KL30-SG,SG,0.01,
NSE,22198,100,705JH30,705JH30-SG,SG,0.01,
NSE,321,100,705HR40,705HR40-SG,SG,0.01,
NSE,2233,100,705HP35,705HP35-SG,SG,0.01,
NSE,29279,100,705GJ34,705GJ34-SG,SG,0.01,
NSE,29051,100,705GJ32,705GJ32-SG,SG,0.01,
NSE,27113,100,705GJ31,705GJ31-SG,SG,0.01,
NSE,27183,100,705GJ29,705GJ29-SG,SG,0.01,
NSE,24838,100,705GJ28,705GJ28-SG,SG,0.01,
NSE,25489,100,705AS31,705AS31-SG,SG,0.01,
NSE,20774,100,705AS30,705AS30-SG,SG,0.01,
NSE,5527,100,705AP35,705AP35-SG,SG,0.01,
NSE,21237,100,705AP31,705AP31-SG,SG,0.01,
NSE,315,100,704WB35,704WB35-SG,SG,0.01,
NSE,7534,100,704UP31,704UP31-SG,SG,0.01,
NSE,22085,100,704UP30,704UP30-SG,SG,0.01,
NSE,22170,100,704UK30,704UK30-SG,SG,0.01,
NSE,3767,100,704TS51,704TS51-SG,SG,0.01,
NSE,7315,100,704TS32,704TS32-SG,SG,0.01,
NSE,30178,100,704TN30B,704TN30B-SG,SG,0.01,
NSE,8134,100,704TN30A,704TN30A-SG,SG,0.01,
NSE,7812,100,704TN30,704TN30-SG,SG,0.01,
NSE,4780,100,704RJ36,704RJ36-SG,SG,0.01,
NSE,30423,100,704RJ32,704RJ32-SG,SG,0.01,
NSE,22048,100,704RJ30,704RJ30-SG,SG,0.01,
NSE,29614,1,704REC28,704REC28-N4,N4,0.01,
NSE,14497,1,704NHAI26,704NHAI26-NB,NB,0.01,
NSE,755873,1,704NBFID35,704NBFID35-N0,N0,0.01,
NSE,2143,100,704MZ33,704MZ33-SG,SG,0.01,
NSE,22019,100,704MZ30,704MZ30-SG,SG,0.01,
NSE,21965,100,704MP30,704MP30-SG,SG,0.01,
NSE,22012,100,704ML30,704ML30-SG,SG,0.01,
NSE,2542,100,704MH29,704MH29-SG,SG,0.01,
NSE,5539,100,704KL34,704KL34-SG,SG,0.01,
NSE,30422,100,704KA32,704KA32-SG,SG,0.01,
NSE,3697,100,704JK36,704JK36-SG,SG,0.01,
NSE,29607,1,704IRFC28,704IRFC28-N6,N6,0.01,
NSE,15110,1,704IRFC26,704IRFC26-NL,NL,0.01,
NSE,30438,100,704HR37,704HR37-SG,SG,0.01,
NSE,23919,1,704GS2029,704GS2029-GS,GS,0.01,
NSE,27660,100,704GJ33,704GJ33-SG,SG,0.01,
NSE,27327,100,704GJ32,704GJ32-SG,SG,0.01,
NSE,20359,100,704GJ30,704GJ30-SG,SG,0.01,
NSE,3692,100,704AP41,704AP41-SG,SG,0.01,
NSE,3689,100,704AP40,704AP40-SG,SG,0.01,
NSE,5967,100,704AP34,704AP34-SG,SG,0.01,
NSE,30424,100,704AP33,704AP33-SG,SG,0.01,
NSE,22087,100,703UP30,703UP30-SG,SG,0.01,
NSE,4556,100,703TS51,703TS51-SG,SG,0.01,
NSE,3722,100,703TN51,703TN51-SG,SG,0.01,
NSE,3719,100,703TN46,703TN46-SG,SG,0.01,
NSE,8321,100,703TN30,703TN30-SG,SG,0.01,
NSE,28824,100,703TN29A,703TN29A-SG,SG,0.01,
NSE,25212,100,703TN29,703TN29-SG,SG,0.01,
NSE,2248,100,703RJ36,703RJ36-SG,SG,0.01,
NSE,7531,100,703RJ31,703RJ31-SG,SG,0.01,
NSE,22076,100,703RJ30,703RJ30-SG,SG,0.01,
NSE,22029,100,703PY28,703PY28-SG,SG,0.01,
NSE,29278,100,703OR31,703OR31-SG,SG,0.01,
NSE,21997,100,703NL30,703NL30-SG,SG,0.01,
NSE,755988,1,703NBFID30,703NBFID30-N0,N0,0.01,
NSE,2239,100,703MP31,703MP31-SG,SG,0.01,
NSE,6479,100,703MN31,703MN31-SG,SG,0.01,
NSE,21915,100,703KL30,703KL30-SG,SG,0.01,
NSE,30428,100,703KA33,703KA33-SG,SG,0.01,
NSE,6104,100,703KA32,703KA32-SG,SG,0.01,
NSE,21236,100,703HR40,703HR40-SG,SG,0.01,
NSE,30430,100,703HR35,703HR35-SG,SG,0.01,
NSE,7519,100,703HP31,703HP31-SG,SG,0.01,
NSE,29281,100,703GJ35,703GJ35-SG,SG,0.01,
NSE,25484,100,703CG30,703CG30-SG,SG,0.01,
NSE,7512,100,703AS31,703AS31-SG,SG,0.01,
NSE,475,100,703AP40,703AP40-SG,SG,0.01,
NSE,5039,100,702WB31,702WB31-SG,SG,0.01,
NSE,5335,100,702UP31,702UP31-SG,SG,0.01,
NSE,7533,100,702TN31,702TN31-SG,SG,0.01,
NSE,8287,100,702TN30,702TN30-SG,SG,0.01,
NSE,30177,100,702TN29A,702TN29A-SG,SG,0.01,
NSE,27000,100,702TN29,702TN29-SG,SG,0.01,
NSE,756741,1,702RECL40,702RECL40-N0,N0,0.01,
NSE,2668,100,702PN28,702PN28-SG,SG,0.01,
NSE,30431,100,702MP35,702MP35-SG,SG,0.01,
NSE,5570,100,702ML41,702ML41-SG,SG,0.01,
NSE,2670,100,702MH29,702MH29-SG,SG,0.01,
NSE,2537,100,702KL28,702KL28-SG,SG,0.01,
NSE,7305,100,702KA33,702KA33-SG,SG,0.01,
NSE,7524,100,702KA31,702KA31-SG,SG,0.01,
NSE,2539,100,702HR29,702HR29-SG,SG,0.01,
NSE,2236,100,702HP36,702HP36-SG,SG,0.01,
NSE,24072,1,702GS2031,702GS2031-GS,GS,0.01,
NSE,23854,1,702GS2027,702GS2027-GS,GS,0.01,
NSE,30427,100,702GJ33,702GJ33-SG,SG,0.01,
NSE,29697,100,702GJ31A,702GJ31A-SG,SG,0.01,
NSE,21375,100,702BR30,702BR30-SG,SG,0.01,
NSE,30417,100,702AS30A,702AS30A-SG,SG,0.01,
NSE,20851,100,702AS30,702AS30-SG,SG,0.01,
NSE,5569,100,702AP41,702AP41-SG,SG,0.01,
NSE,6352,100,702AP37,702AP37-SG,SG,0.01,
NSE,6351,100,702AP36,702AP36-SG,SG,0.01,
NSE,20863,100,702AP30,702AP30-SG,SG,0.01,
NSE,5089,100,701UP31,701UP31-SG,SG,0.01,
NSE,30436,100,701TN35,701TN35-SG,SG,0.01,
NSE,22027,100,701PY26,701PY26-SG,SG,0.01,
NSE,5087,100,701MN31,701MN31-SG,SG,0.01,
NSE,5002,100,701MH32,701MH32-SG,SG,0.01,
NSE,29047,100,701GJ31,701GJ31-SG,SG,0.01,
NSE,3762,100,701AP39,701AP39-SG,SG,0.01,
NSE,25886,100,700TN29,700TN29-SG,SG,0.01,
NSE,307,100,69UP30,69UP30-SG,SG,0.01,
NSE,309,100,69UK30A,69UK30A-SG,SG,0.01,
NSE,22172,100,69UK30,69UK30-SG,SG,0.01,
NSE,5997,100,69TN31,69TN31-SG,SG,0.01,
NSE,4764,100,69RJ32,69RJ32-SG,SG,0.01,
NSE,291,100,69PY29,69PY29-SG,SG,0.01,
NSE,7893,100,69PY28,69PY28-SG,SG,0.01,
NSE,3523,100,69MZ33,69MZ33-SG,SG,0.01,
NSE,21926,100,69MN30,69MN30-SG,SG,0.01,
NSE,306,100,69ML30,69ML30-SG,SG,0.01,
NSE,6743,100,69KA31,69KA31-SG,SG,0.01,
NSE,20154,100,69KA30,69KA30-SG,SG,0.01,
NSE,25699,100,69KA27,69KA27-SG,SG,0.01,
NSE,3392,100,69JK33,69JK33-SG,SG,0.01,
NSE,446,100,69HP30,69HP30-SG,SG,0.01,
NSE,3064,100,69GJ30,69GJ30-SG,SG,0.01,
NSE,440,100,69GA30A,69GA30A-SG,SG,0.01,
NSE,20148,100,69GA30,69GA30-SG,SG,0.01,
NSE,294,100,69AS30A,69AS30A-SG,SG,0.01,
NSE,20155,100,69AS30,69AS30-SG,SG,0.01,
NSE,3385,100,69AP39,69AP39-SG,SG,0.01,
NSE,2081,100,69AP32,69AP32-SG,SG,0.01,
NSE,5895,100,699WB36A,699WB36A-SG,SG,0.01,
NSE,3089,100,699WB36,699WB36-SG,SG,0.01,
NSE,620,100,699WB35,699WB35-SG,SG,0.01,
NSE,5470,100,699WB31,699WB31-SG,SG,0.01,
NSE,5172,100,699WB30,699WB30-SG,SG,0.01,
NSE,6350,100,699UP31B,699UP31B-SG,SG,0.01,
NSE,5174,100,699UP31A,699UP31A-SG,SG,0.01,
NSE,5038,100,699UP31,699UP31-SG,SG,0.01,
NSE,6752,100,699TS43,699TS43-SG,SG,0.01,
NSE,22190,100,699TS28,699TS28-SG,SG,0.01,
NSE,5892,100,699TR36,699TR36-SG,SG,0.01,
NSE,3645,100,699TN41,699TN41-SG,SG,0.01,
NSE,30419,100,699TN31,699TN31-SG,SG,0.01,
NSE,2251,100,699RJ41,699RJ41-SG,SG,0.01,
NSE,8284,100,699PY29,699PY29-SG,SG,0.01,
NSE,6750,100,699MP41,699MP41-SG,SG,0.01,
NSE,21922,100,699MN30,699MN30-SG,SG,0.01,
NSE,8128,100,699MH29,699MH29-SG,SG,0.01,
NSE,5891,100,699KL36,699KL36-SG,SG,0.01,
NSE,2735,100,699KA28,699KA28-SG,SG,0.01,
NSE,2074,100,699JK31,699JK31-SG,SG,0.01,
NSE,22200,100,699JH30,699JH30-SG,SG,0.01,
NSE,6211,100,699HR31,699HR31-SG,SG,0.01,
NSE,6696,1,699GS2051,699GS2051-GS,GS,0.01,
NSE,15046,1,699GS2026,699GS2026-GS,GS,0.01,
NSE,21053,100,699GJ26,699GJ26-SG,SG,0.01,
NSE,5333,100,699GA31B,699GA31B-SG,SG,0.01,
NSE,5027,100,699GA31A,699GA31A-SG,SG,0.01,
NSE,4998,100,699GA31,699GA31-SG,SG,0.01,
NSE,20862,100,699GA30,699GA30-SG,SG,0.01,
NSE,6330,100,699AS31,699AS31-SG,SG,0.01,
NSE,20861,100,699AR30,699AR30-SG,SG,0.01,
NSE,6749,100,698WB37,698WB37-SG,SG,0.01,
NSE,5697,100,698WB36,698WB36-SG,SG,0.01,
NSE,22149,100,698WB35,698WB35-SG,SG,0.01,
NSE,5473,100,698UP31,698UP31-SG,SG,0.01,
NSE,3577,100,698TS41,698TS41-SG,SG,0.01,
NSE,22191,100,698TS28,698TS28-SG,SG,0.01,
NSE,22138,100,698TR30,698TR30-SG,SG,0.01,
NSE,5230,100,698TN31A,698TN31A-SG,SG,0.01,
NSE,5037,100,698TN31,698TN31-SG,SG,0.01,
NSE,6480,100,698RJ31A,698RJ31A-SG,SG,0.01,
NSE,6100,100,698RJ31,698RJ31-SG,SG,0.01,
NSE,3079,100,698PY33,698PY33-SG,SG,0.01,
NSE,5885,100,698PN33,698PN33-SG,SG,0.01,
NSE,30176,100,698OR29,698OR29-SG,SG,0.01,
NSE,21978,100,698MP30,698MP30-SG,SG,0.01,
NSE,21939,100,698MH28,698MH28-SG,SG,0.01,
NSE,5890,100,698JK36,698JK36-SG,SG,0.01,
NSE,2146,100,698HR41,698HR41-SG,SG,0.01,
NSE,5229,100,698HR31,698HR31-SG,SG,0.01,
NSE,5538,100,698HP32,698HP32-SG,SG,0.01,
NSE,27819,1,698GR2054,698GR2054-GS,GS,0.01,
NSE,5334,100,698GJ31,698GJ31-SG,SG,0.01,
NSE,29912,100,698GJ30,698GJ30-SG,SG,0.01,
NSE,7296,100,698GA31,698GA31-SG,SG,0.01,
NSE,6478,100,698BR30,698BR30-SG,SG,0.01,
NSE,5468,100,698AS31A,698AS31A-SG,SG,0.01,
NSE,2134,100,698AS31,698AS31-SG,SG,0.01,
NSE,5668,100,698AP36,698AP36-SG,SG,0.01,
NSE,2149,100,697WB36,697WB36-SG,SG,0.01,
NSE,6099,100,697UP31A,697UP31A-SG,SG,0.01,
NSE,5421,100,697UP31,697UP31-SG,SG,0.01,
NSE,3647,100,697TN46,697TN46-SG,SG,0.01,
NSE,6096,100,697TN31C,697TN31C-SG,SG,0.01,
NSE,5417,100,697TN31B,697TN31B-SG,SG,0.01,
NSE,5173,100,697TN31A,697TN31A-SG,SG,0.01,
NSE,5086,100,697TN31,697TN31-SG,SG,0.01,
NSE,28180,100,697TN28,697TN28-SG,SG,0.01,
NSE,2257,100,697RJ51A,697RJ51A-SG,SG,0.01,
NSE,2150,100,697RJ51,697RJ51-SG,SG,0.01,
NSE,4997,100,697RJ31,697RJ31-SG,SG,0.01,
NSE,22057,100,697RJ30,697RJ30-SG,SG,0.01,
NSE,21789,100,697PN40,697PN40-SG,SG,0.01,
NSE,5419,100,697PN31,697PN31-SG,SG,0.01,
NSE,5418,100,697NL31,697NL31-SG,SG,0.01,
NSE,21946,100,697MH28,697MH28-SG,SG,0.01,
NSE,5474,100,697KL31,697KL31-SG,SG,0.01,
NSE,311,100,697KA31,697KA31-SG,SG,0.01,
NSE,20912,100,697KA30,697KA30-SG,SG,0.01,
NSE,20864,100,697KA28,697KA28-SG,SG,0.01,
NSE,7158,1,697GS2026,697GS2026-GS,GS,0.01,
NSE,24705,1,697GR2034,697GR2034-GS,GS,0.01,
NSE,5469,100,697GA31,697GA31-SG,SG,0.01,
NSE,7295,100,697AS31A,697AS31A-SG,SG,0.01,
NSE,5416,100,697AS31,697AS31-SG,SG,0.01,
NSE,7314,100,696UP31,696UP31-SG,SG,0.01,
NSE,3391,100,696TS51,696TS51-SG,SG,0.01,
NSE,7055,100,696TS45,696TS45-SG,SG,0.01,
NSE,3580,100,696TN56,696TN56-SG,SG,0.01,
NSE,3578,100,696TN51,696TN51-SG,SG,0.01,
NSE,6481,100,696TN31,696TN31-SG,SG,0.01,
NSE,27326,100,696TN28,696TN28-SG,SG,0.01,
NSE,2147,100,696RJ41,696RJ41-SG,SG,0.01,
NSE,6327,100,696RJ31,696RJ31-SG,SG,0.01,
NSE,7511,100,696PY30,696PY30-SG,SG,0.01,
NSE,3701,100,696KL34,696KL34-SG,SG,0.01,
NSE,7304,100,696KA31A,696KA31A-SG,SG,0.01,
NSE,6095,100,696KA31,696KA31-SG,SG,0.01,
NSE,30418,100,696KA30,696KA30-SG,SG,0.01,
NSE,314,100,696JK35,696JK35-SG,SG,0.01,
NSE,30416,100,696JH29,696JH29-SG,SG,0.01,
NSE,20860,100,696HR40,696HR40-SG,SG,0.01,
NSE,8011,100,696HR29,696HR29-SG,SG,0.01,
NSE,4880,100,696GA31,696GA31-SG,SG,0.01,
NSE,3576,100,696AP36,696AP36-SG,SG,0.01,
NSE,3575,100,696AP35,696AP35-SG,SG,0.01,
NSE,22145,100,695WB35,695WB35-SG,SG,0.01,
NSE,5471,100,695TN31B,695TN31B-SG,SG,0.01,
NSE,4994,100,695TN31A,695TN31A-SG,SG,0.01,
NSE,2260,100,695TN31,695TN31-SG,SG,0.01,
NSE,22156,100,695SK30,695SK30-SG,SG,0.01,
NSE,2137,100,695RJ31,695RJ31-SG,SG,0.01,
NSE,319,100,695PN40,695PN40-SG,SG,0.01,
NSE,4887,100,695PN31,695PN31-SG,SG,0.01,
NSE,21925,100,695MN30,695MN30-SG,SG,0.01,
NSE,4883,100,695MH32,695MH32-SG,SG,0.01,
NSE,5035,100,695MH31,695MH31-SG,SG,0.01,
NSE,6210,100,695KA31,695KA31-SG,SG,0.01,
NSE,25470,100,695KA28,695KA28-SG,SG,0.01,
NSE,3696,100,695HR33,695HR33-SG,SG,0.01,
NSE,20858,100,695HP34,695HP34-SG,SG,0.01,
NSE,20859,100,695HP33,695HP33-SG,SG,0.01,
NSE,21141,100,695HP29,695HP29-SG,SG,0.01,
NSE,6817,1,695GS2061,695GS2061-GS,GS,0.01,
NSE,5033,100,695GJ31,695GJ31-SG,SG,0.01,
NSE,6318,100,695BR30,695BR30-SG,SG,0.01,
NSE,21162,100,695AS30,695AS30-SG,SG,0.01,
NSE,7160,100,694WB36,694WB36-SG,SG,0.01,
NSE,4889,100,694UP31A,694UP31A-SG,SG,0.01,
NSE,2140,100,694UP31,694UP31-SG,SG,0.01,
NSE,4891,100,694UK31,694UK31-SG,SG,0.01,
NSE,22207,100,694TS60,694TS60-SG,SG,0.01,
NSE,630,100,694TS50A,694TS50A-SG,SG,0.01,
NSE,322,100,694TS50,694TS50-SG,SG,0.01,
NSE,22126,100,694TN50,694TN50-SG,SG,0.01,
NSE,22132,100,694TN25,694TN25-SG,SG,0.01,
